Scientific_name,English_name_AviList,Portuguese (Portugal),IUCN_Red_List_Category
Baeolophus atricristatus sennetti,,,
Baeolophus atricristatus atricristatus,,,
Sittiparus,,,
Sittiparus castaneoventris,Chestnut-bellied Tit,Chestnut-bellied tit,LC
Sittiparus olivaceus,Iriomote Tit,Iriomote tit,LC
Sittiparus varius,Varied Tit,Varied tit,LC
Sittiparus varius varius,,,
Sittiparus varius sunsunpi,,,
Sittiparus varius namiyei,,,
Sittiparus varius amamii,,,
Sittiparus varius orii,,,
Sittiparus owstoni,Owston's Tit,Owston's tit,EN
Sittiparus semilarvatus,White-fronted Tit,White-fronted tit,NT
Sittiparus semilarvatus snowi,,,
Sittiparus semilarvatus semilarvatus,,,
Sittiparus semilarvatus nehrkorni,,,
Poecile,,,
Poecile superciliosus,White-browed Tit,White-browed tit,LC
Poecile lugubris,Sombre Tit,Chapim-sombrio,LC
Poecile lugubris lugubris,,,
Poecile lugubris lugens,,,
Poecile lugubris anatoliae,,,
Poecile lugubris dubius,,,
Poecile lugubris kirmanensis,,,
Poecile davidi,Pere David's Tit,Pere david's tit,LC
Poecile palustris,Marsh Tit,Chapim-palustre,LC
Poecile palustris dresseri,,,
Poecile palustris palustris,,,
Poecile palustris italicus,,,
Poecile palustris stagnatilis,,,
Poecile palustris kabardensis,,,
Poecile palustris brevirostris,,,
Poecile palustris ernsti,,,
Poecile palustris hensoni,,,
Poecile palustris jeholicus,,,
Poecile palustris hellmayri,,,
Poecile hyrcanus,Caspian Tit,Caspian tit,LC
Poecile hypermelaenus,Black-bibbed Tit,Black-bibbed tit,LC
Poecile weigoldicus,Sichuan Tit,Sichuan tit,LC
Poecile montanus,Willow Tit,Chapim-montês,LC
Poecile montanus kleinschmidti,,,
Poecile montanus rhenanus,,,
Poecile montanus montanus,,,
Poecile montanus salicarius,,,
Poecile montanus borealis,,,
Poecile montanus uralensis,,,
Poecile montanus baicalensis,,,
Poecile montanus anadyrensis,,,
Poecile montanus kamtschatkensis,,,
Poecile montanus sachalinensis,,,
Poecile montanus restrictus,,,
Poecile montanus songarus,,,
Poecile montanus affinis,,,
Poecile montanus stoetzneri,,,
Poecile cinctus,Grey-headed Chickadee,Chapim-da-lapónia,LC
Poecile cinctus lapponicus,,,
Poecile cinctus cinctus,,,
Poecile cinctus sayanus,,,
Poecile cinctus lathami,,,
Poecile rufescens,Chestnut-backed Chickadee,Chestnut-backed chickadee,LC
Poecile rufescens rufescens,,,
Poecile rufescens neglectus,,,
Poecile rufescens barlowi,,,
Poecile hudsonicus,Boreal Chickadee,Boreal chickadee,LC
Poecile hudsonicus stoneyi,,,
Poecile hudsonicus columbianus,,,
Poecile hudsonicus hudsonicus,,,
Poecile hudsonicus littoralis,,,
Poecile hudsonicus farleyi,,,
Poecile gambeli,Mountain Chickadee,Mountain chickadee,LC
Poecile gambeli baileyae,,,
Poecile gambeli inyoensis,,,
Poecile gambeli gambeli,,,
Poecile gambeli atratus,,,
Poecile sclateri,Mexican Chickadee,Mexican chickadee,LC
Poecile sclateri eidos,,,
Poecile sclateri garzai,,,
Poecile sclateri sclateri,,,
Poecile sclateri rayi,,,
Poecile carolinensis,Carolina Chickadee,Carolina chickadee,LC
Poecile carolinensis atricapilloides,,,
Poecile carolinensis agilis,,,
Poecile carolinensis carolinensis,,,
Poecile carolinensis extimus,,,
Poecile atricapillus,Black-capped Chickadee,Black-capped chickadee,LC
Poecile atricapillus turneri,,,
Poecile atricapillus occidentalis,,,
Poecile atricapillus fortuitus,,,
Poecile atricapillus septentrionalis,,,
Poecile atricapillus bartletti,,,
Poecile atricapillus atricapillus,,,
Poecile atricapillus garrinus,,,
Poecile atricapillus nevadensis,,,
Poecile atricapillus practicus,,,
Panuridae,,,
Panurus,,,
Panurus biarmicus,Bearded Reedling,Chapim-de-bigodes,LC
Panurus biarmicus biarmicus,,,
Panurus biarmicus kosswigi,,,
Panurus biarmicus russicus,,,
Alaudidae,,,
Alaemon,,,
Alaemon hamertoni,Lesser Hoopoe-Lark,Lesser hoopoe-lark,LC
Alaemon hamertoni alter,,,
Alaemon hamertoni tertius,,,
Alaemon hamertoni hamertoni,,,
Alaemon alaudipes,Greater Hoopoe-Lark,Calhandra-de-bico-curvo,LC
Alaemon alaudipes boavistae,,,
Alaemon alaudipes alaudipes,,,
Alaemon alaudipes desertorum,,,
Alaemon alaudipes doriae,,,
Ammomanopsis,,,
Ammomanopsis grayi,Gray's Lark,Gray's lark,LC
Ammomanopsis grayi hoeschi,,,
Ammomanopsis grayi grayi,,,
Chersomanes,,,
Chersomanes beesleyi,Beesley's Lark,Beesley's lark,NE
Chersomanes albofasciata,Spike-heeled Lark,Spike-heeled lark,NE
Chersomanes albofasciata obscurata,,,
Chersomanes albofasciata erikssoni,,,
Chersomanes albofasciata kalahariae,,,
Chersomanes albofasciata boweni,,,
Chersomanes albofasciata arenaria,,,
Chersomanes albofasciata barlowi,,,
Chersomanes albofasciata alticola,,,
Chersomanes albofasciata albofasciata,,,
Chersomanes albofasciata garrula,,,
Chersomanes albofasciata macdonaldi,,,
Certhilauda,,,
Certhilauda chuana,Short-clawed Lark,Short-clawed lark,LC
Certhilauda subcoronata,Karoo Long-billed Lark,Karoo long-billed lark,LC
Certhilauda subcoronata damarensis,,,
Certhilauda subcoronata bradshawi,,,
Certhilauda subcoronata subcoronata,,,
Certhilauda subcoronata gilli,,,
Certhilauda subcoronata benguelensis,,,
Certhilauda subcoronata kaokoensis,,,
Certhilauda semitorquata,Eastern Long-billed Lark,Eastern long-billed lark,LC
Certhilauda semitorquata transvaalensis,,,
Certhilauda semitorquata semitorquata,,,
Certhilauda semitorquata algida,,,
Certhilauda curvirostris,Cape Long-billed Lark,Cape long-billed lark,LC
Certhilauda curvirostris falcirostris,,,
Certhilauda curvirostris curvirostris,,,
Certhilauda curvirostris brevirostris,,,
Pinarocorys,,,
Pinarocorys erythropygia,Rufous-rumped Lark,Rufous-rumped lark,LC
Pinarocorys nigricans,Dusky Lark,Dusky lark,LC
Pinarocorys nigricans nigricans,,,
Pinarocorys nigricans occidentis,,,
Ramphocoris,,,
Ramphocoris clotbey,Thick-billed Lark,Calhandra-de-bico-grosso,LC
Ammomanes,,,
Ammomanes cinctura,Bar-tailed Lark,Calhandra-das-dunas,LC
Ammomanes cinctura cinctura,,,
Ammomanes cinctura arenicolor,,,
Ammomanes cinctura zarudnyi,,,
Ammomanes phoenicura,Rufous-tailed Lark,Rufous-tailed lark,NT
Ammomanes phoenicura phoenicura,,,
Ammomanes phoenicura testacea,,,
Ammomanes deserti,Desert Lark,Calhandra-do-deserto,LC
Ammomanes deserti payni,,,
Ammomanes deserti algeriensis,,,
Ammomanes deserti whitakeri,,,
Ammomanes deserti mya,,,
Ammomanes deserti geyri,,,
Ammomanes deserti kollmannspergeri,,,
Ammomanes deserti deserti,,,
Ammomanes deserti erythrochroa,,,
Ammomanes deserti isabellina,,,
Ammomanes deserti samharensis,,,
Ammomanes deserti taimuri,,,
Ammomanes deserti assabensis,,,
Ammomanes deserti akeleyi,,,
Ammomanes deserti azizi,,,
Ammomanes deserti saturata,,,
Ammomanes deserti insularis,,,
Ammomanes deserti annae,,,
Ammomanes deserti cheesmani,,,
Ammomanes deserti parvirostris,,,
Ammomanes deserti orientalis,,,
Ammomanes deserti iranica,,,
Ammomanes deserti phoenicuroides,,,
Eremopterix,,,
Eremopterix australis,Black-eared Sparrow-Lark,Black-eared sparrow-lark,LC
Eremopterix hova,Madagascar Lark,Madagascar lark,LC
Eremopterix verticalis,Grey-backed Sparrow-Lark,Gray-backed sparrow-lark,LC
Eremopterix verticalis khama,,,
Eremopterix verticalis harti,,,
Eremopterix verticalis damarensis,,,
Eremopterix verticalis verticalis,,,
Eremopterix leucopareia,Fischer's Sparrow-Lark,Fischer's sparrow-lark,LC
Eremopterix signatus,Chestnut-headed Sparrow-Lark,Pastor-de-cabeça-castanha,LC
Eremopterix signatus harrisoni,,,
Eremopterix signatus signatus,,,
Eremopterix nigriceps,Black-crowned Sparrow-Lark,Pastor,LC
Eremopterix nigriceps nigriceps,,,
Eremopterix nigriceps albifrons,,,
Eremopterix nigriceps melanauchen,,,
Eremopterix griseus,Ashy-crowned Sparrow-Lark,Ashy-crowned sparrow-lark,LC
Eremopterix leucotis,Chestnut-backed Sparrow-Lark,Chestnut-backed sparrow-lark,LC
Eremopterix leucotis melanocephalus,,,
Eremopterix leucotis leucotis,,,
Eremopterix leucotis madaraszi,,,
Eremopterix leucotis hoeschi,,,
Eremopterix leucotis smithi,,,
Calendulauda,,,
Calendulauda rufa,Rusty Bush Lark,Rusty lark,LC
Calendulauda rufa nigriticola,,,
Calendulauda rufa rufa,,,
Calendulauda rufa lynesi,,,
Calendulauda sabota,Sabota Lark,Sabota lark,LC
Calendulauda sabota plebeja,,,
Calendulauda sabota ansorgei,,,
Calendulauda sabota naevia,,,
Calendulauda sabota waibeli,,,
Calendulauda sabota herero,,,
Calendulauda sabota sabota,,,
Calendulauda sabota sabotoides,,,
Calendulauda sabota suffusca,,,
Calendulauda sabota bradfieldi,,,
Calendulauda gilletti,Gillett's Lark,Gillett's lark,LC
Calendulauda gilletti gilletti,,,
Calendulauda gilletti degodiensis,,,
Calendulauda gilletti arorihensis,,,
Calendulauda poecilosterna,Pink-breasted Lark,Pink-breasted lark,LC
Calendulauda africanoides,Fawn-colored Lark,Fawn-colored lark,LC
Calendulauda africanoides intercedens,,,
Calendulauda africanoides alopex,,,
Calendulauda africanoides trapnelli,,,
Calendulauda africanoides harei,,,
Calendulauda africanoides makarikari,,,
Calendulauda africanoides sarwensis,,,
Calendulauda africanoides vincenti,,,
Calendulauda africanoides africanoides,,,
Calendulauda albescens,Karoo Lark,Karoo lark,LC
Calendulauda albescens codea,,,
Calendulauda albescens albescens,,,
Calendulauda albescens guttata,,,
Calendulauda albescens karruensis,,,
Calendulauda burra,Red Lark,Red lark,VU
Calendulauda erythrochlamys,Dune Lark,Dune lark,LC
Calendulauda erythrochlamys erythrochlamys,,,
Calendulauda erythrochlamys barlowi,,,
Calendulauda erythrochlamys patae,,,
Calendulauda erythrochlamys cavei,,,
Heteromirafra,,,
Heteromirafra ruddi,Rudd's Lark,Rudd's lark,EN
Heteromirafra archeri,Archer's Lark,Liben lark,CR
Plocealauda,,,
Plocealauda microptera,Burmese Bush Lark,Burmese bushlark,LC
Plocealauda erythrocephala,Indochinese Bush Lark,Indochinese bushlark,LC
Plocealauda affinis,Jerdon's Bush Lark,Jerdon's bushlark,LC
Plocealauda erythroptera,Indian Bush Lark,Indian bushlark,LC
Plocealauda assamica,Bengal Bush Lark,Bengal bushlark,LC
Mirafra,,,
Mirafra passerina,Monotonous Lark,Monotonous lark,LC
Mirafra cordofanica,Kordofan Lark,Kordofan lark,LC
Mirafra williamsi,Williams's Lark,Williams's lark,LC
Mirafra pulpa,Friedmann's Lark,Friedmann's lark,DD
Mirafra albicauda,White-tailed Lark,White-tailed lark,LC
Mirafra cheniana,Melodious Lark,Melodious lark,LC
Mirafra javanica,Singing Bush Lark,Singing bushlark,LC
Mirafra javanica marginata,,,
Mirafra javanica chadensis,,,
Mirafra javanica simplex,,,
Mirafra javanica cantillans,,,
Mirafra javanica williamsoni,,,
Mirafra javanica philippinensis,,,
Mirafra javanica mindanensis,,,
Mirafra javanica javanica,,,
Mirafra javanica parva,,,
Mirafra javanica timorensis,,,
Mirafra javanica aliena,,,
Mirafra javanica woodwardi,,,
Mirafra javanica halli,,,
Mirafra javanica forresti,,,
Mirafra javanica melvillensis,,,
Mirafra javanica soderbergi,,,
Mirafra javanica rufescens,,,
Mirafra javanica athertonensis,,,
Mirafra javanica horsfieldii,,,
Mirafra javanica secunda,,,
Amirafra,,,
Amirafra collaris,Collared Lark,Collared lark,LC
Amirafra rufocinnamomea,Flappet Lark,Flappet lark,LC
Amirafra rufocinnamomea buckleyi,,,
Amirafra rufocinnamomea serlei,,,
Amirafra rufocinnamomea tigrina,,,
Amirafra rufocinnamomea furensis,,,
Amirafra rufocinnamomea sobatensis,,,
Amirafra rufocinnamomea rufocinnamomea,,,
Amirafra rufocinnamomea omoensis,,,
Amirafra rufocinnamomea torrida,,,
Amirafra rufocinnamomea kawirondensis,,,
Amirafra rufocinnamomea fischeri,,,
Amirafra rufocinnamomea schoutedeni,,,
Amirafra rufocinnamomea lwenarum,,,
Amirafra rufocinnamomea smithersi,,,
Amirafra rufocinnamomea pintoi,,,
Amirafra rufocinnamomea mababiensis,,,
Amirafra angolensis,Angola Lark,Angola lark,LC
Amirafra angolensis marungensis,,,
Amirafra angolensis angolensis,,,
Amirafra angolensis antonii,,,
Corypha,,,
Corypha kurrae,Highland Lark,Highland lark,NE
Corypha kurrae kurrae,,,
Corypha kurrae batesi,,,
Corypha kurrae stresemanni,,,
Corypha kurrae bamendae,,,
Corypha kurrae henrici,,,
Corypha apiata,Cape Clapper Lark,Cape clapper lark,LC
Corypha apiata apiata,,,
Corypha apiata marjoriae,,,
Corypha fasciolata,Eastern Clapper Lark,Eastern clapper lark,LC
Corypha fasciolata reynoldsi,,,
Corypha fasciolata jappi,,,
Corypha fasciolata nata,,,
Corypha fasciolata damarensis,,,
Corypha fasciolata fasciolata,,,
Corypha kabalii,Plains Lark,Plains lark,NE
Corypha kabalii kabalii,,,
Corypha kabalii irwini,,,
Corypha kabalii malbranti,,,
Corypha nigrescens,Plateau Lark,Plateau lark,NE
Corypha nigrescens nigrescens,,,
Corypha nigrescens nyikae,,,
Corypha africana,Rufous-naped Lark,Rufous-naped lark,NE
Corypha africana tropicalis,,,
Corypha africana ruwenzoria,,,
Corypha africana chapini,,,
Corypha africana occidentalis,,,
Corypha africana gomesi,,,
Corypha africana grisescens,,,
Corypha africana pallida,,,
Corypha africana ghansiensis,,,
Corypha africana isolata,,,
Corypha africana transvaalensis,,,
Corypha africana africana,,,
Corypha athi,Sentinel Lark,Sentinel lark,NE
Corypha athi athi,,,
Corypha athi harterti,,,
Corypha somalica,Somali Lark,Somali lark,LC
Corypha somalica somalica,,,
Corypha somalica ashi,,,
Corypha hypermetra,Red-winged Lark,Red-winged lark,NE
Corypha hypermetra gallarum,,,
Corypha hypermetra hypermetra,,,
Corypha sharpii,Russet Lark,Russet lark,EN
Corypha kidepoensis,Kidepo Lark,Kidepo lark,NE
Corypha kidepoensis kathangorensis,,,
Corypha kidepoensis kidepoensis,,,
Lullula,,,
Lullula arborea,Woodlark,Cotovia-das-árvores,LC
Lullula arborea arborea,,,
Lullula arborea pallida,,,
Spizocorys,,,
Spizocorys starki,Stark's Lark,Stark's lark,LC
Spizocorys personata,Masked Lark,Masked lark,LC
Spizocorys personata personata,,,
Spizocorys personata yavelloensis,,,
Spizocorys personata mcchesneyi,,,
Spizocorys personata intensa,,,
Spizocorys conirostris,Pink-billed Lark,Pink-billed lark,LC
Spizocorys conirostris damarensis,,,
Spizocorys conirostris crypta,,,
Spizocorys conirostris makawai,,,
Spizocorys conirostris harti,,,
Spizocorys conirostris barlowi,,,
Spizocorys conirostris conirostris,,,
Spizocorys fringillaris,Botha's Lark,Botha's lark,EN
Spizocorys fremantlii,Short-tailed Lark,Short-tailed lark,LC
Spizocorys fremantlii fremantlii,,,
Spizocorys fremantlii megaensis,,,
Spizocorys fremantlii delamerei,,,
Spizocorys obbiensis,Obbia Lark,Obbia lark,LC
Spizocorys sclateri,Sclater's Lark,Sclater's lark,NT
Alauda,,,
Alauda leucoptera,White-winged Lark,Calhandra-ruiva,LC
Alauda razae,Raso Lark,Calhandra-do-ilhéu-raso,CR
Alauda gulgula,Oriental Skylark,Laverca-oriental,LC
Alauda gulgula inconspicua,,,
Alauda gulgula lhamarum,,,
Alauda gulgula australis,,,
Alauda gulgula inopinata,,,
Alauda gulgula vernayi,,,
Alauda gulgula gulgula,,,
Alauda gulgula weigoldi,,,
Alauda gulgula coelivox,,,
Alauda gulgula wattersi,,,
Alauda arvensis,Eurasian Skylark,Laverca,LC
Alauda arvensis arvensis,,,
Alauda arvensis sierrae,,,
Alauda arvensis harterti,,,
Alauda arvensis cantarella,,,
Alauda arvensis armenica,,,
Alauda arvensis dulcivox,,,
Alauda arvensis kiborti,,,
Alauda arvensis intermedia,,,
Alauda arvensis pekinensis,,,
Alauda arvensis lonnbergi,,,
Alauda arvensis japonica,,,
Galerida,,,
Galerida magnirostris,Large-billed Lark,Large-billed lark,LC
Galerida magnirostris magnirostris,,,
Galerida magnirostris sedentaria,,,
Galerida magnirostris harei,,,
Galerida modesta,Sun Lark,Sun lark,LC
Galerida modesta modesta,,,
Galerida modesta nigrita,,,
Galerida modesta struempelli,,,
Galerida modesta bucolica,,,
Galerida deva,Sykes's Lark,Tawny lark,LC
Galerida theklae,Thekla's Lark,Cotovia-escura,LC
Galerida theklae theklae,,,
Galerida theklae erlangeri,,,
Galerida theklae ruficolor,,,
Galerida theklae theresae,,,
Galerida theklae superflua,,,
Galerida theklae carolinae,,,
Galerida theklae harrarensis,,,
Galerida theklae huei,,,
Galerida theklae praetermissa,,,
Galerida theklae ellioti,,,
Galerida theklae mallablensis,,,
Galerida theklae huriensis,,,
Galerida malabarica,Malabar Lark,Malabar lark,LC
Galerida cristata,Crested Lark,Cotovia-de-poupa,LC
Galerida cristata pallida,,,
Galerida cristata cristata,,,
Galerida cristata neumanni,,,
Galerida cristata apuliae,,,
Galerida cristata meridionalis,,,
Galerida cristata cypriaca,,,
Galerida cristata tenuirostris,,,
Galerida cristata caucasica,,,
Galerida cristata kleinschmidti,,,
Galerida cristata riggenbachi,,,
Galerida cristata randonii,,,
Galerida cristata macrorhyncha,,,
Galerida cristata carthaginis,,,
Galerida cristata arenicola,,,
Galerida cristata festae,,,
Galerida cristata brachyura,,,
Galerida cristata helenae,,,
Galerida cristata jordansi,,,
Galerida cristata nigricans,,,
Galerida cristata maculata,,,
Galerida cristata halfae,,,
Galerida cristata altirostris,,,
Galerida cristata somaliensis,,,
Galerida cristata balsaci,,,
Galerida cristata senegallensis,,,
Galerida cristata alexanderi,,,
Galerida cristata isabellina,,,
Galerida cristata cinnamomina,,,
Galerida cristata zion,,,
Galerida cristata subtaurica,,,
Galerida cristata magna,,,
Galerida cristata leautungensis,,,
Galerida cristata coreensis,,,
Galerida cristata lynesi,,,
Galerida cristata chendoola,,,
Eremophila,,,
Eremophila bilopha,Temminck's Lark,Calhandra-cornuda-do-deserto,LC
Eremophila alpestris,Horned Lark,Calhandra-cornuda,LC
Eremophila alpestris arcticola,,,
Eremophila alpestris hoyti,,,
Eremophila alpestris alpestris,,,
Eremophila alpestris merrilli,,,
Eremophila alpestris strigata,,,
Eremophila alpestris alpina,,,
Eremophila alpestris lamprochroma,,,
Eremophila alpestris leucolaema,,,
Eremophila alpestris enthymia,,,
Eremophila alpestris praticola,,,
Eremophila alpestris sierrae,,,
Eremophila alpestris rubea,,,
Eremophila alpestris utahensis,,,
Eremophila alpestris insularis,,,
Eremophila alpestris actia,,,
Eremophila alpestris ammophila,,,
Eremophila alpestris leucansiptila,,,
Eremophila alpestris occidentalis,,,
Eremophila alpestris adusta,,,
Eremophila alpestris enertera,,,
Eremophila alpestris giraudi,,,
Eremophila alpestris aphrasta,,,
Eremophila alpestris lactea,,,
Eremophila alpestris diaphora,,,
Eremophila alpestris chrysolaema,,,
Eremophila alpestris oaxacae,,,
Eremophila alpestris peregrina,,,
Eremophila alpestris flava,,,
Eremophila alpestris brandti,,,
Eremophila alpestris atlas,,,
Eremophila alpestris balcanica,,,
Eremophila alpestris kumerloevei,,,
Eremophila alpestris penicillata,,,
Eremophila alpestris bicornis,,,
Eremophila alpestris albigula,,,
Eremophila alpestris argalea,,,
Eremophila alpestris teleschowi,,,
Eremophila alpestris przewalskii,,,
Eremophila alpestris nigrifrons,,,
Eremophila alpestris longirostris,,,
Eremophila alpestris elwesi,,,
Eremophila alpestris khamensis,,,
Calandrella,,,
Calandrella blanfordi,Blanford's Lark,Blanford's lark,LC
Calandrella blanfordi blanfordi,,,
Calandrella blanfordi erlangeri,,,
Calandrella eremica,Rufous-capped Lark,Rufous-capped lark,LC
