Scientific_name,English_name_AviList,Romanian,IUCN_Red_List_Category
Rallus elegans ramsdeni,,,
Rallus crepitans,Clapper Rail,Clapper Rail,LC
Rallus crepitans crepitans,,,
Rallus crepitans waynei,,,
Rallus crepitans saturatus,,,
Rallus crepitans scottii,,,
Rallus crepitans insularum,,,
Rallus crepitans coryi,,,
Rallus crepitans caribaeus,,,
Rallus crepitans pallidus,,,
Rallus wetmorei,Plain-flanked Rail,Plain-flanked Rail,EN
Rallus limicola,Virginia Rail,Virginia Rail,NE
Rallus limicola limicola,,,
Rallus limicola friedmanni,,,
Rallus aequatorialis,Ecuadorian Rail,Ecuadorian Rail,NE
Rallus aequatorialis aequatorialis,,,
Rallus aequatorialis meyerdeschauenseei,,,
Rallus semiplumbeus,Bogota Rail,Bogota Rail,VU
Rallus semiplumbeus semiplumbeus,,,
Rallus semiplumbeus peruvianus,,,
Rallus antarcticus,Austral Rail,Austral Rail,VU
Rallus aquaticus,Water Rail,Cârstel de baltă,LC
Rallus aquaticus hibernans,,,
Rallus aquaticus aquaticus,,,
Rallus aquaticus korejewi,,,
Rallus indicus,Brown-cheeked Rail,Brown-cheeked Rail,LC
Rallus caerulescens,African Rail,African Rail,LC
Rallus madagascariensis,Madagascar Rail,Madagascar Rail,VU
Rougetius,,,
Rougetius rougetii,Rouget's Rail,Rouget's Rail,NT
Crecopsis,,,
Crecopsis egregia,African Crake,Cristel de câmp african,LC
Dryolimnas,,,
Dryolimnas augusti,Reunion Rail,Reunion Rail,EX
Dryolimnas cuvieri,White-throated Rail,White-throated Rail,LC
Dryolimnas cuvieri cuvieri,,,
Dryolimnas cuvieri aldabranus,,,
Dryolimnas cuvieri abbotti,,,
Aphanapteryx,,,
Aphanapteryx bonasia,Red Rail,Red Rail,EX
Erythromachus,,,
Erythromachus leguati,Rodrigues Rail,Rodrigues Rail,EX
Diaphorapteryx,,,
Diaphorapteryx hawkinsi,Hawkins's Rail,Hawkins's Rail,EX
Aphanocrex,,,
Aphanocrex podarces,St. Helena Rail,St. Helena Rail,EX
Mundia,,,
Mundia elpenor,Ascension Crake,Ascension Crake,EX
Crex,,,
Crex crex,Corn Crake,Cristel de câmp,LC
Aramidopsis,,,
Aramidopsis plateni,Snoring Rail,Snoring Rail,VU
Lewinia,,,
Lewinia striata,Slaty-breasted Rail,Slaty-breasted Rail,LC
Lewinia striata albiventer,,,
Lewinia striata obscurior,,,
Lewinia striata jouyi,,,
Lewinia striata taiwana,,,
Lewinia striata gularis,,,
Lewinia striata striata,,,
Lewinia mirifica,Brown-banded Rail,Luzon Rail,DD
Lewinia pectoralis,Lewin's Rail,Lewin's Rail,LC
Lewinia pectoralis exsul,,,
Lewinia pectoralis mayri,,,
Lewinia pectoralis alberti,,,
Lewinia pectoralis clelandi,,,
Lewinia pectoralis pectoralis,,,
Lewinia pectoralis brachipus,,,
Lewinia muelleri,Auckland Rail,Auckland Islands Rail,VU
Gallirallus,,,
Gallirallus calayanensis,Calayan Rail,Calayan Rail,VU
Gallirallus wallacii,Invisible Rail,Invisible Rail,VU
Gallirallus castaneoventris,Chestnut Rail,Chestnut Rail,LC
Gallirallus castaneoventris sharpei,,,
Gallirallus castaneoventris castaneoventris,,,
Gallirallus australis,Weka,Weka,VU
Gallirallus australis greyi,,,
Gallirallus australis australis,,,
Gallirallus australis hectori,,,
Gallirallus australis scotti,,,
Gallirallus lafresnayanus,New Caledonian Rail,New Caledonian Rail,CR
Gallirallus sylvestris,Lord Howe Woodhen,Lord Howe Rail,EN
Gallirallus okinawae,Okinawa Rail,Okinawa Rail,EN
Gallirallus pacificus,Tahiti Rail,Tahiti Rail,EX
Gallirallus philippensis,Buff-banded Rail,Buff-banded Rail,LC
Gallirallus philippensis andrewsi,,,
Gallirallus philippensis xerophilus,,,
Gallirallus philippensis wilkinsoni,,,
Gallirallus philippensis philippensis,,,
Gallirallus philippensis pelewensis,,,
Gallirallus philippensis anachoretae,,,
Gallirallus philippensis admiralitatis,,,
Gallirallus philippensis praedo,,,
Gallirallus philippensis lesouefi,,,
Gallirallus philippensis meyeri,,,
Gallirallus philippensis christophori,,,
Gallirallus philippensis sethsmithi,,,
Gallirallus philippensis swindellsi,,,
Gallirallus philippensis goodsoni,,,
Gallirallus philippensis ecaudatus,,,
Gallirallus philippensis assimilis,,,
Gallirallus philippensis macquariensis,,,
Gallirallus philippensis lacustris,,,
Gallirallus philippensis tounelieri,,,
Gallirallus philippensis mellori,,,
Gallirallus modestus,Chatham Rail,Chatham Islands Rail,EX
Gallirallus dieffenbachii,Dieffenbach's Rail,Dieffenbach's Rail,EX
Gallirallus insignis,Pink-legged Rail,New Britain Rail,NT
Gallirallus woodfordi,Woodford's Rail,Woodford's Rail,NE
Gallirallus woodfordi tertius,,,
Gallirallus woodfordi woodfordi,,,
Gallirallus woodfordi immaculatus,,,
Gallirallus poecilopterus,Bar-winged Rail,Bar-winged Rail,EX
Gallirallus owstoni,Guam Rail,Guam Rail,CR
Gallirallus wakensis,Wake Island Rail,Wake Island Rail,EX
Gallirallus torquatus,Barred Rail,Barred Rail,LC
Gallirallus torquatus torquatus,,,
Gallirallus torquatus celebensis,,,
Gallirallus torquatus sulcirostris,,,
Gallirallus torquatus kuehni,,,
Gallirallus torquatus limaria,,,
Gallirallus rovianae,Roviana Rail,Roviana Rail,LC
Himantornis,,,
Himantornis haematopus,Nkulengu Rail,Nkulengu Rail,LC
Gymnocrex,,,
Gymnocrex rosenbergii,Blue-faced Rail,Blue-faced Rail,LC
Gymnocrex plumbeiventris,Bare-eyed Rail,Bare-eyed Rail,LC
Gymnocrex plumbeiventris plumbeiventris,,,
Gymnocrex plumbeiventris intactus,,,
Gymnocrex talaudensis,Talaud Rail,Talaud Rail,EN
Porphyriops,,,
Porphyriops melanops,Spot-flanked Gallinule,Spot-flanked Gallinule,LC
Porphyriops melanops bogotensis,,,
Porphyriops melanops crassirostris,,,
Porphyriops melanops melanops,,,
Tribonyx,,,
Tribonyx ventralis,Black-tailed Nativehen,Black-tailed Nativehen,LC
Tribonyx mortierii,Tasmanian Nativehen,Tasmanian Nativehen,LC
Porzana,,,
Porzana carolina,Sora,Cresteț cu cioc galben,LC
Porzana porzana,Spotted Crake,Cresteț pestriț,LC
Porzana fluminea,Australian Crake,Australian Crake,LC
Paragallinula,,,
Paragallinula angulata,Lesser Moorhen,Găinușă de baltă africană,LC
Gallinula,,,
Gallinula silvestris,Makira Woodhen,Makira Moorhen,CR
Gallinula nesiotis,Tristan Moorhen,Tristan Moorhen,EX
Gallinula comeri,Gough Moorhen,Gough Moorhen,VU
Gallinula chloropus,Common Moorhen,Găinușă de baltă,LC
Gallinula chloropus chloropus,,,
Gallinula chloropus meridionalis,,,
Gallinula chloropus pyrrhorrhoa,,,
Gallinula chloropus orientalis,,,
Gallinula chloropus guami,,,
Gallinula galeata,Common Gallinule,Common Gallinule,LC
Gallinula galeata sandvicensis,,,
Gallinula galeata cachinnans,,,
Gallinula galeata cerceris,,,
Gallinula galeata barbadensis,,,
Gallinula galeata pauxilla,,,
Gallinula galeata garmani,,,
Gallinula galeata galeata,,,
Gallinula tenebrosa,Dusky Moorhen,Dusky Moorhen,LC
Gallinula tenebrosa frontata,,,
Gallinula tenebrosa neumanni,,,
Gallinula tenebrosa tenebrosa,,,
Gallinula pacifica,Samoan Woodhen,Samoan Moorhen,CR
Fulica,,,
Fulica rufifrons,Red-fronted Coot,Red-fronted Coot,LC
Fulica cornuta,Horned Coot,Horned Coot,NT
Fulica armillata,Red-gartered Coot,Red-gartered Coot,LC
Fulica gigantea,Giant Coot,Giant Coot,LC
Fulica atra,Eurasian Coot,Lișiță,LC
Fulica atra atra,,,
Fulica atra lugubris,,,
Fulica atra novaeguineae,,,
Fulica atra australis,,,
Fulica cristata,Red-knobbed Coot,Lișiță cucuiată,LC
Fulica newtonii,Mascarene Coot,Mascarene Coot,EX
Fulica alai,Hawaiian Coot,Hawaiian Coot,NT
Fulica americana,American Coot,Lișiță americană,LC
Fulica americana americana,,,
Fulica americana columbiana,,,
Fulica leucoptera,White-winged Coot,White-winged Coot,LC
Fulica ardesiaca,Andean Coot,Slate-colored Coot,LC
Fulica ardesiaca atrura,,,
Fulica ardesiaca ardesiaca,,,
Porphyrio,,,
Porphyrio alleni,Allen's Gallinule,Găinușă africană,LC
Porphyrio martinica,Purple Gallinule,Găinușă americană,LC
Porphyrio flavirostris,Azure Gallinule,Azure Gallinule,LC
Porphyrio paepae,Marquesan Swamphen,Marquesan Swamphen,EX
Porphyrio porphyrio,Purple Swamphen,,LC
Porphyrio porphyrio porphyrio,,,
Porphyrio porphyrio madagascariensis,,,
Porphyrio porphyrio seistanicus,,,
Porphyrio porphyrio poliocephalus,,,
Porphyrio porphyrio viridis,,,
Porphyrio porphyrio indicus,,,
Porphyrio porphyrio pulverulentus,,,
Porphyrio porphyrio melanopterus,,,
Porphyrio porphyrio pelewensis,,,
Porphyrio porphyrio melanotus,,,
Porphyrio porphyrio bellus,,,
Porphyrio porphyrio samoensis,,,
Porphyrio hochstetteri,South Island Takahe,South Island Takahe,EN
Porphyrio albus,White Swamphen,Lord Howe Swamphen,EX
Porphyrio mantelli,North Island Takahe,North Island Takahe,EX
Rufirallus,,,
Rufirallus schomburgkii,Ocellated Crake,Ocellated Crake,LC
Rufirallus schomburgkii schomburgkii,,,
Rufirallus schomburgkii chapmani,,,
Rufirallus viridis,Russet-crowned Crake,Russet-crowned Crake,LC
Rufirallus viridis brunnescens,,,
Rufirallus viridis viridis,,,
Rufirallus fasciatus,Black-banded Crake,Black-banded Crake,LC
Rufirallus leucopyrrhus,Red-and-white Crake,Red-and-white Crake,LC
Rufirallus xenopterus,Rufous-faced Crake,Rufous-faced Crake,VU
Coturnicops,,,
Coturnicops exquisitus,Swinhoe's Rail,Swinhoe's Rail,LC
Coturnicops noveboracensis,Yellow Rail,Yellow Rail,LC
Coturnicops noveboracensis noveboracensis,,,
Coturnicops noveboracensis goldmani,,,
Laterallus,,,
Laterallus rogersi,Inaccessible Island Rail,Inaccessible Island Rail,VU
Laterallus notatus,Speckled Rail,Speckled Rail,LC
Laterallus flaviventer,Yellow-breasted Crake,Yellow-breasted Crake,LC
Laterallus flaviventer gossii,,,
Laterallus flaviventer hendersoni,,,
Laterallus flaviventer woodi,,,
Laterallus flaviventer bangsi,,,
Laterallus flaviventer flaviventer,,,
Laterallus levraudi,Rusty-flanked Crake,Rusty-flanked Crake,VU
Laterallus melanophaius,Rufous-sided Crake,Rufous-sided Crake,LC
Laterallus melanophaius oenops,,,
Laterallus melanophaius melanophaius,,,
Laterallus ruber,Ruddy Crake,Ruddy Crake,LC
Laterallus albigularis,White-throated Crake,White-throated Crake,LC
Laterallus albigularis cinereiceps,,,
Laterallus albigularis albigularis,,,
Laterallus albigularis cerdaleus,,,
Laterallus exilis,Grey-breasted Crake,Gray-breasted Crake,LC
Laterallus spilonota,Galapagos Crake,Galapagos Rail,VU
Laterallus jamaicensis,Black Rail,Black Rail,NE
Laterallus jamaicensis coturniculus,,,
Laterallus jamaicensis jamaicensis,,,
Laterallus jamaicensis murivagans,,,
Laterallus jamaicensis salinasi,,,
Laterallus jamaicensis tuerosi,,,
Laterallus spiloptera,Dot-winged Crake,Dot-winged Crake,NT
Poliolimnas,,,
Poliolimnas cinereus,White-browed Crake,White-browed Crake,LC
Megacrex,,,
Megacrex inepta,New Guinea Flightless Rail,New Guinea Flightless Rail,LC
Megacrex inepta pallida,,,
Megacrex inepta inepta,,,
Aenigmatolimnas,,,
Aenigmatolimnas marginalis,Striped Crake,Cresteț vărgat,LC
Gallicrex,,,
Gallicrex cinerea,Watercock,Watercock,LC
Amaurornis,,,
Amaurornis isabellina,Isabelline Bush-hen,Isabelline Bush-hen,LC
Amaurornis olivacea,Plain Bush-hen,Plain Bush-hen,LC
Amaurornis phoenicurus,White-breasted Waterhen,White-breasted Waterhen,LC
Amaurornis phoenicurus phoenicurus,,,
Amaurornis phoenicurus insularis,,,
Amaurornis phoenicurus leucocephala,,,
Amaurornis phoenicurus midnicobarica,,,
Amaurornis phoenicurus leucomelana,,,
Amaurornis magnirostris,Talaud Bush-hen,Talaud Bush-hen,VU
Amaurornis moluccana,Pale-vented Bush-hen,Pale-vented Bush-hen,LC
Amaurornis moluccana moluccana,,,
Amaurornis moluccana nigrifrons,,,
Amaurornis moluccana ultima,,,
Amaurornis moluccana ruficrissa,,,
Rallina,,,
Rallina tricolor,Red-necked Crake,Red-necked Crake,LC
Rallina canningi,Andaman Crake,Andaman Crake,LC
Rallina fasciata,Red-legged Crake,Red-legged Crake,LC
Rallina eurizonoides,Slaty-legged Crake,Slaty-legged Crake,LC
Rallina eurizonoides amauroptera,,,
Rallina eurizonoides telmatophila,,,
Rallina eurizonoides sepiaria,,,
Rallina eurizonoides alvarezi,,,
Rallina eurizonoides formosana,,,
Rallina eurizonoides eurizonoides,,,
Rallina eurizonoides minahasa,,,
Zapornia,,,
Zapornia fusca,Ruddy-breasted Crake,Ruddy-breasted Crake,LC
Zapornia fusca fusca,,,
Zapornia fusca zeylonica,,,
Zapornia fusca phaeopyga,,,
Zapornia fusca erythrothorax,,,
Zapornia paykullii,Band-bellied Crake,Band-bellied Crake,NT
Zapornia akool,Brown Crake,Brown Crake,LC
Zapornia akool akool,,,
Zapornia akool coccineipes,,,
Zapornia flavirostra,Black Crake,Black Crake,LC
Zapornia parva,Little Crake,Cresteț cenușiu,LC
Zapornia pusilla,Baillon's Crake,Cresteț mic,LC
Zapornia pusilla intermedia,,,
Zapornia pusilla pusilla,,,
Zapornia pusilla mira,,,
Zapornia pusilla mayri,,,
Zapornia pusilla palustris,,,
Zapornia pusilla affinis,,,
Zapornia astrictocarpus,St. Helena Crake,St. Helena Crake,EX
Zapornia palmeri,Laysan Rail,Laysan Rail,EX
Zapornia olivieri,Sakalava Rail,Sakalava Rail,EN
Zapornia bicolor,Black-tailed Crake,Black-tailed Crake,LC
Zapornia sandwichensis,Hawaiian Rail,Hawaiian Rail,EX
Zapornia nigra,Tahiti Crake,Miller's Rail,EX
Zapornia atra,Henderson Crake,Henderson Island Crake,VU
Zapornia tabuensis,Spotless Crake,Spotless Crake,LC
Zapornia monasa,Kosrae Crake,Kosrae Crake,EX
Charadriiformes,,,
Pluvianellidae,,,
Pluvianellus,,,
Pluvianellus socialis,Magellanic Plover,Magellanic Plover,VU
Chionidae,,,
Chionis,,,
Chionis albus,Snowy Sheathbill,Snowy Sheathbill,LC
Chionis minor,Black-faced Sheathbill,Black-faced Sheathbill,LC
Chionis minor marionensis,,,
Chionis minor crozettensis,,,
Chionis minor minor,,,
Chionis minor nasicornis,,,
Burhinidae,,,
Hesperoburhinus,,,
Hesperoburhinus superciliaris,Peruvian Thick-knee,Peruvian Thick-knee,VU
Hesperoburhinus bistriatus,Double-striped Thick-knee,Double-striped Thick-knee,LC
Hesperoburhinus bistriatus bistriatus,,,
Hesperoburhinus bistriatus vocifer,,,
Hesperoburhinus bistriatus pediacus,,,
Hesperoburhinus bistriatus dominicensis,,,
Esacus,,,
Esacus magnirostris,Beach Stone-curlew,Beach Thick-knee,NT
Esacus recurvirostris,Great Stone-curlew,Great Thick-knee,NT
Burhinus,,,
Burhinus grallarius,Bush Stone-curlew,Bush Thick-knee,LC
Burhinus capensis,Spotted Thick-knee,Spotted Thick-knee,LC
Burhinus capensis maculosus,,,
Burhinus capensis dodsoni,,,
Burhinus capensis capensis,,,
Burhinus capensis damarensis,,,
Burhinus vermiculatus,Water Thick-knee,Water Thick-knee,LC
Burhinus vermiculatus buettikoferi,,,
Burhinus vermiculatus vermiculatus,,,
Burhinus senegalensis,Senegal Thick-knee,Pasărea ogorului de Senegal,LC
Burhinus indicus,Indian Stone-curlew,Indian Thick-knee,LC
Burhinus oedicnemus,Eurasian Stone-curlew,Pasărea ogorului,LC
Burhinus oedicnemus oedicnemus,,,
Burhinus oedicnemus distinctus,,,
Burhinus oedicnemus insularum,,,
Burhinus oedicnemus saharae,,,
Burhinus oedicnemus harterti,,,
Pluvianidae,,,
Pluvianus,,,
Pluvianus aegyptius,Egyptian Plover,Pasărea crocodilului,LC
Recurvirostridae,,,
Cladorhynchus,,,
Cladorhynchus leucocephalus,Banded Stilt,Banded Stilt,LC
Recurvirostra,,,
Recurvirostra avosetta,Pied Avocet,Ciocîntors,LC
Recurvirostra novaehollandiae,Red-necked Avocet,Red-necked Avocet,LC
Recurvirostra americana,American Avocet,American Avocet,LC
Recurvirostra andina,Andean Avocet,Andean Avocet,LC
Himantopus,,,
Himantopus mexicanus,Black-necked Stilt,Black-necked Stilt,NE
Himantopus mexicanus knudseni,,,
Himantopus mexicanus mexicanus,,,
Himantopus mexicanus melanurus,,,
Himantopus himantopus,Black-winged Stilt,Piciorong,NE
Himantopus leucocephalus,Pied Stilt,Pied Stilt,NE
Himantopus novaezelandiae,Black Stilt,Black Stilt,CR
Ibidorhynchidae,,,
Ibidorhyncha,,,
Ibidorhyncha struthersii,Ibisbill,Ibisbill,LC
Haematopodidae,,,
Haematopus,,,
Haematopus leucopodus,Magellanic Oystercatcher,Magellanic Oystercatcher,LC
Haematopus ater,Blackish Oystercatcher,Blackish Oystercatcher,NE
Haematopus bachmani,Black Oystercatcher,Black Oystercatcher,NE
Haematopus palliatus,American Oystercatcher,American Oystercatcher,LC
Haematopus palliatus palliatus,,,
Haematopus palliatus galapagensis,,,
Haematopus fuliginosus,Sooty Oystercatcher,Sooty Oystercatcher,LC
Haematopus fuliginosus fuliginosus,,,
Haematopus fuliginosus opthalmicus,,,
Haematopus moquini,African Oystercatcher,African Oystercatcher,LC
Haematopus meadewaldoi,Canary Islands Oystercatcher,Canarian Oystercatcher,EX
Haematopus ostralegus,Eurasian Oystercatcher,Scoicar,NT
Haematopus ostralegus ostralegus,,,
Haematopus ostralegus longipes,,,
Haematopus ostralegus buturlini,,,
Haematopus ostralegus osculans,,,
Haematopus longirostris,Pied Oystercatcher,Pied Oystercatcher,LC
Haematopus chathamensis,Chatham Islands Oystercatcher,Chatham Islands Oystercatcher,EN
Haematopus unicolor,Variable Oystercatcher,Variable Oystercatcher,LC
Haematopus finschi,South Island Oystercatcher,South Island Oystercatcher,LC
Charadriidae,,,
Pluvialis,,,
Pluvialis squatarola,Grey Plover,Ploier argintiu,VU
Pluvialis squatarola squatarola,,,
Pluvialis squatarola tomkovichi,,,
Pluvialis squatarola cynosurae,,,
Pluvialis apricaria,European Golden Plover,Ploier auriu,LC
Pluvialis dominica,American Golden Plover,Ploier auriu american,LC
Pluvialis fulva,Pacific Golden Plover,Ploier auriu asiatic,LC
Oreopholus,,,
Oreopholus ruficollis,Tawny-throated Dotterel,Tawny-throated Dotterel,LC
Oreopholus ruficollis pallidus,,,
Oreopholus ruficollis ruficollis,,,
Hoploxypterus,,,
Hoploxypterus cayanus,Pied Plover,Pied Plover,LC
Phegornis,,,
Phegornis mitchellii,Diademed Sandpiper-Plover,Diademed Sandpiper-Plover,NT
Zonibyx,,,
Zonibyx modestus,Rufous-chested Dotterel,Rufous-chested Dotterel,LC
Eudromias,,,
Eudromias morinellus,Eurasian Dotterel,Prundăraș de munte,LC
Charadrius,,,
Charadrius vociferus,Killdeer,Prundăraș cu coadă ascuțită,NT
Charadrius vociferus vociferus,,,
Charadrius vociferus ternominatus,,,
Charadrius vociferus peruvianus,,,
Charadrius hiaticula,Common Ringed Plover,Prundăraș gulerat mare,LC
Charadrius hiaticula psammodromus,,,
Charadrius hiaticula hiaticula,,,
Charadrius hiaticula tundrae,,,
Charadrius semipalmatus,Semipalmated Plover,Prundăraș gulerat american,LC
Charadrius melodus,Piping Plover,Piping Plover,NT
Charadrius melodus circumcinctus,,,
Charadrius melodus melodus,,,
Thinornis,,,
Thinornis cucullatus,Hooded Plover,Hooded Plover,NT
Thinornis novaeseelandiae,Shore Plover,Shore Plover,EN
Thinornis melanops,Black-fronted Dotterel,Black-fronted Dotterel,LC
Thinornis forbesi,Forbes's Plover,Forbes's Plover,LC
Thinornis tricollaris,Three-banded Plover,Prundăraș trigulerat,NE
Thinornis tricollaris tricollaris,,,
Thinornis tricollaris bifrontatus,,,
Thinornis placidus,Long-billed Plover,Long-billed Plover,LC
Thinornis dubius,Little Ringed Plover,Prundăraș gulerat mic,LC
Thinornis dubius curonicus,,,
Thinornis dubius jerdoni,,,
Thinornis dubius dubius,,,
Vanellus,,,
Vanellus vanellus,Northern Lapwing,Nagâț,NT
Vanellus crassirostris,Long-toed Lapwing,Long-toed Lapwing,LC
Vanellus crassirostris crassirostris,,,
Vanellus crassirostris leucopterus,,,
Vanellus armatus,Blacksmith Lapwing,Blacksmith Lapwing,LC
Vanellus spinosus,Spur-winged Lapwing,Nagâț sudic,LC
Vanellus duvaucelii,River Lapwing,River Lapwing,NT
Vanellus malabaricus,Yellow-wattled Lapwing,Yellow-wattled Lapwing,LC
Vanellus tectus,Black-headed Lapwing,Nagâț cu cap negru,LC
Vanellus tectus tectus,,,
Vanellus tectus latifrons,,,
Vanellus albiceps,White-crowned Lapwing,White-crowned Lapwing,LC
Vanellus lugubris,Senegal Lapwing,Senegal Lapwing,LC
Vanellus melanopterus,Black-winged Lapwing,Black-winged Lapwing,LC
Vanellus melanopterus melanopterus,,,
Vanellus melanopterus minor,,,
Vanellus coronatus,Crowned Lapwing,Crowned Lapwing,LC
Vanellus coronatus demissus,,,
Vanellus coronatus coronatus,,,
Vanellus senegallus,African Wattled Lapwing,Wattled Lapwing,LC
Vanellus senegallus senegallus,,,
Vanellus senegallus lateralis,,,
Vanellus melanocephalus,Spot-breasted Lapwing,Spot-breasted Lapwing,LC
Vanellus superciliosus,Brown-chested Lapwing,Brown-chested Lapwing,LC
Vanellus cinereus,Grey-headed Lapwing,Gray-headed Lapwing,LC
Vanellus indicus,Red-wattled Lapwing,Nagâț indian,LC
Vanellus indicus aigneri,,,
Vanellus indicus indicus,,,
Vanellus indicus lankae,,,
Vanellus indicus atronuchalis,,,
Vanellus macropterus,Javan Lapwing,Javan Lapwing,CR (PE)
Vanellus tricolor,Banded Lapwing,Banded Lapwing,LC
Vanellus miles,Masked Lapwing,Masked Lapwing,NE
Vanellus miles miles,,,
Vanellus miles novaehollandiae,,,
Vanellus gregarius,Sociable Lapwing,Nagâț de stepă,CR
Vanellus leucurus,White-tailed Lapwing,Nagâț cu coadă albă,LC
Vanellus chilensis,Southern Lapwing,Southern Lapwing,LC
Vanellus chilensis cayennensis,,,
Vanellus chilensis lampronotus,,,
Vanellus chilensis fretensis,,,
Vanellus chilensis chilensis,,,
Vanellus resplendens,Andean Lapwing,Andean Lapwing,LC
