SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Anser brachyrhynchus x Branta leucopsis,Ganso-de-bico-curto x ganso-marisco (híbrido),x00756,hybrid,318.0,BAGO BARG PFGO,BRLE ANBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii,Ganso-palrador,cacgoo1,species,319.0,CAGO,BRHU,CACG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii leucopareia,Ganso-palrador (leucopareia),alcgoo1,issf,320.0,CAGO CACG,BRHU,ACGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii hutchinsii,Ganso-palrador (hutchinsii),ricgoo1,issf,321.0,CACG CAGO,BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii minima,Ganso-palrador (minima),cacgoo2,issf,322.0,CAGO CACG,BRHU,MCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Branta hutchinsii taverneri,Ganso-palrador (taverneri),tacgoo1,issf,323.0,CACG CAGO,BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cacgoo1,,,anatid1
Anser canagicus x Branta hutchinsii,Ganso-imperial x ganso-palrador (híbrido),x00831,hybrid,324.0,EMGO CAGO CACG,ANCA BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta hutchinsii,Ganso-das-neves x ganso-palrador (híbrido),x00692,hybrid,325.0,CACG SNGO CAGO,ANCA BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta hutchinsii,Ganso-das-neves-pequeno x ganso-palrador (híbrido),x00694,hybrid,326.0,CAGO CACG ROGO,ANRO BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta bernicla x hutchinsii,Ganso-de-faces-pretas x ganso-palrador (híbrido),x00722,hybrid,327.0,CAGO BRAN CACG BRGO,BRBE BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta hutchinsii,Ganso-de-testa-branca x ganso-palrador (híbrido),x00414,hybrid,328.0,GWFG CAGO CACG,BRHU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x hutchinsii,Ganso-marisco x ganso-palrador (híbrido),x00416,hybrid,329.0,BAGO CAGO BARG CACG,BRLE BRHU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta canadensis,Ganso-do-canadá,cangoo,species,330.0,CAGO,BRCA,CANG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta canadensis moffitti/maxima,Ganso-do-canadá (moffitti/maxima),cangoo4,issf,331.0,CANG CAGO,BRCA,LCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Branta canadensis occidentalis/fulva,Ganso-do-canadá (occidentalis/fulva),cangoo3,issf,334.0,CANG CAGO,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Branta canadensis [canadensis Group],Ganso-do-canadá [grupo canadensis],cangoo1,issf,337.0,CANG CAGO,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cangoo,,,anatid1
Anser indicus x Branta canadensis,Ganso-de-cabeça-listada x ganso-do-canadá (híbrido),x00908,hybrid,341.0,CANG CAGO BHGO,ANIN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser cygnoides x Branta canadensis,Ganso-africano x ganso-do-canadá (híbrido),swagoo3,hybrid,342.0,CANG CAGO SWGO,BRCA ANCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser brachyrhynchus x Branta canadensis,Ganso-de-bico-curto x ganso-do-canadá (híbrido),x00650,hybrid,343.0,CANG CAGO PFGO,BRCA ANBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta canadensis,Ganso-de-testa-branca x ganso-do-canadá (híbrido),x00415,hybrid,344.0,CANG GWFG CAGO,BRCA ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta hutchinsii/canadensis,Greater White-fronted x Cackling/Canada Goose (hybrid),x01088,hybrid,345.0,GWFG CANG CAGO CACG CCGO,BRCA BRHU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Branta canadensis,Ganso-bravo x ganso-do-canadá (híbrido),x00758,hybrid,346.0,CANG CAGO GRGO,ANAN BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser sp. (Domestic type) x Branta canadensis,Domestic goose sp. x canada goose (hybrid),x00759,hybrid,347.0,CANG CAGO DGSP,BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens x Branta canadensis,Ganso-das-neves x ganso-do-canadá (híbrido),x00197,hybrid,348.0,CANG CAGO SNGO,BRCA ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser rossii x Branta canadensis,Ganso-das-neves-pequeno x ganso-do-canadá (híbrido),x00693,hybrid,349.0,CANG CAGO ROGO,ANRO BRCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x canadensis,Ganso-marisco x ganso-do-canadá (híbrido),x00417,hybrid,350.0,CANG BAGO CAGO BARG,BRCA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta hutchinsii/canadensis,Ganso-palrador/Ganso-do-canadá,y00470,slash,351.0,CANG CAGO CACG,BRCA BRHU,CCGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser caerulescens/rossii x Branta hutchinsii/canadensis,Ganso-das-neves/Ganso-das-neves-pequeno x Ganso-palrador/Ganso-do-canadá (híbrido),y00765,hybrid,352.0,SRGO ROGO SNGO CCGO CANG CAGO CACG,BRCA BRHU ANRO ANCA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sandvicensis,Hawaiian goose,hawgoo,species,353.0,NENE,BRSA,HAGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x sandvicensis,Barnacle x hawaiian goose (hybrid),x01139,hybrid,354.0,HAGO BAGO NENE BARG,BRSA BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta ruficollis,Ganso-de-peito-ruivo,rebgoo1,species,355.0,RBGO,BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser albifrons x Branta ruficollis,Ganso-de-testa-branca x ganso-de-peito-ruivo (híbrido),x00939,hybrid,356.0,GWFG RBGO,BRRU ANAL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta bernicla x ruficollis,Brant x red-breasted goose (hybrid),x00996,hybrid,357.0,RBGO BRAN BRGO,BRBE BRRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta leucopsis x ruficollis,Ganso-marisco x ganso-de-peito-ruivo (híbrido),x00365,hybrid,358.0,BAGO BARG RBGO,BRRU BRLE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Branta sp.,ganso (Branta) sp.,branta1,spuh,359.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cereopsis novaehollandiae,Cape barren goose,cabgoo1,species,360.0,CBGO,CENO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Stictonetta naevosa,Freckled duck,freduc1,species,363.0,FRDU,STNA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cyanochen cyanoptera,Blue-winged goose,buwgoo1,species,364.0,BWGO,CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor,Cisne-mudo,mutswa,species,365.0,,CYOL,MUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anser anser x Cygnus olor,Ganso-bravo x cisne-mudo (híbrido),x00366,hybrid,366.0,MUSW GRGO,CYOL ANAN,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus atratus,Cisne-preto,blkswa,species,367.0,BLSW,CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x atratus,Mute x black swan (hybrid),x01037,hybrid,368.0,MUSW BLSW,CYOL CYAT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus melancoryphus,Cisne-de-pescoço-preto,blnswa2,species,369.0,BNSW,CYME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator,Trumpeter swan,truswa,species,370.0,TRSW,CYBU,TRUS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x buccinator,Mute x trumpeter swan (hybrid),x00832,hybrid,371.0,MUSW TRSW TRUS,CYOL CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus,Cisne-pequeno,tunswa,species,372.0,BESW,CYCO,TUSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus columbianus,Cisne-assobiador,tunswa1,issf,373.0,BESW TUSW,CYCO,WHSW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus bewickii,Cisne-pequeno (bewickii),bewswa1,issf,374.0,BESW TUSW,CYCO,BESW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus columbianus columbianus x bewickii,Tundra swan (Whistling x Bewick's),tunswa2,intergrade,375.0,BESW TUSW,CYCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,tunswa,,,anatid1
Cygnus buccinator x columbianus,Trumpeter x tundra swan (hybrid),x00418,hybrid,376.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator/columbianus,Trumpeter/Tundra Swan,y00471,slash,377.0,BESW TUSW TRUS TRSW,CYCO CYBU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus cygnus,Cisne-bravo,whoswa,species,378.0,WHSW,CYCY,WHOS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus olor x cygnus,Mute x whooper swan (hybrid),x00997,hybrid,379.0,MUSW WHSW WHOS,CYOL CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus buccinator x cygnus,Trumpeter x whooper swan (hybrid),x00419,hybrid,380.0,TRUS WHOS WHSW TRSW,CYBU CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus columbianus/cygnus,Cisne-pequeno/Cisne-bravo,y00708,slash,381.0,BESW TUSW WHSW WHOS,CYCO CYCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cygnus sp.,cisne sp.,swan1,spuh,382.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Coscoroba coscoroba,Capororoca,cosswa1,species,383.0,COSW,COCO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis melanotos,Knob-billed duck,comduc2,species,384.0,ACDU KBDU,SAME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sarkidiornis sylvicola,Pato-de-crista,comduc3,species,385.0,ACDU,SASY,CODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Pteronetta hartlaubii,Hartlaub's duck,harduc1,species,386.0,HADU,PTHA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen jubatus,Pato-corredor,origoo1,species,387.0,,ORJU,ORGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Oressochen melanopterus,Andean goose,andgoo1,species,388.0,ANGO,ORME,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta,Ganso-de-magalhães,uplgoo1,species,389.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga picta (White-breasted),Ganso-de-magalhães (peito-branco),uplgoo2,form,392.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga picta (Bar-breasted),Ganso-de-magalhães (peito-barrado),uplgoo3,form,393.0,UPGO,CHPI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,uplgoo1,,,anatid1
Chloephaga hybrida,Kelp goose,kelgoo1,species,394.0,KEGO,CHHY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala,Ashy-headed goose,ashgoo1,species,397.0,AHGO,CHPO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga rubidiceps,Ruddy-headed goose,ruhgoo1,species,398.0,RHGO,CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga poliocephala x rubidiceps,Ashy-headed x ruddy-headed goose (hybrid),x01120,hybrid,399.0,RHGO AHGO,CHPO CHRU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chloephaga sp.,Chloephaga sp.,chloep1,spuh,400.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Anatidae (goose sp.),ganso (Anser/Chen/Branta) sp.,goose1,spuh,401.0,,,UNGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Radjah radjah,Tadorna-de-cabeça-branca,radshe1,species,402.0,RASH,RARA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca,Ganso-do-egipto,egygoo,species,405.0,,ALAE,EGGO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen mauritiana,Mauritius shelduck,maushe1,species,406.0,MASH,ALMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Alopochen kervazoi,Reunion shelduck,reushe1,species,407.0,RESH,ALKE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,0,anatid1
Tadorna ferruginea,Pato-casarca,rudshe,species,408.0,,TAFE,RUSH,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Alopochen aegyptiaca x Tadorna ferruginea,Ganso-do-egipto x pato-casarca (híbrido),x00367,hybrid,409.0,EGGO RUSH,ALAE TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cana,Tadorna-do-cabo,soashe1,species,410.0,SASH,TACA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadornoides,Australian shelduck,ausshe1,species,411.0,CBSH AUSH,TATA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna variegata,Paradise shelduck,parshe1,species,412.0,PASH,TAVA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna,Tadorna,comshe,species,413.0,COSH,TATA,COMS,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna ferruginea x tadorna,Pato-casarca x tadorna (híbrido),x00876,hybrid,414.0,COMS COSH RUSH,TATA TAFE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna cristata,Crested shelduck,creshe1,species,415.0,CRSH,TACR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1916,anatid1
Plectropterus gambensis,Pato-ferrão,spwgoo1,species,416.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Plectropterus gambensis gambensis,Pato-ferrão (gambensis),spwgoo2,issf,417.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Plectropterus gambensis niger,Pato-ferrão (niger),spwgoo3,issf,418.0,SWGO,PLGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,spwgoo1,,,anatid1
Tachyeres patachonicus,Flying steamer-duck,flystd1,species,419.0,FLSD FLST FSDU,TAPA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres,Flightless steamer-duck,flistd1,species,420.0,MAST FSDU FLSD,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres pteneres [undescribed form],Flightless steamer-duck (Chiloe form),flistd2,form,421.0,MAST FLSD FSDU,TAPT,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,flistd1,,,anatid1
Tachyeres brachypterus,Falkland steamer-duck,falstd1,species,422.0,FAST FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres brachypterus (Flightless),Falkland steamer-duck (Flightless),falstd2,form,423.0,FASD FAST FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,,anatid1
Tachyeres brachypterus (Flying),Falkland steamer-duck (Flying),falstd3,form,424.0,FAST FASD FSDU,TABR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,falstd1,,,anatid1
Tachyeres leucocephalus,White-headed steamer-duck,whhstd1,species,425.0,WHST CSDU WHSD,TALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tachyeres sp.,steamer-duck sp.,steame1,spuh,426.0,,,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Lophonetta specularioides,Crested duck,creduc1,species,427.0,CRDU,LOSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Speculanas specularis,Spectacled duck,speduc2,species,430.0,SPDU BWDU,SPSP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata,Pato-do-mato,musduc,species,431.0,,CAMO,MUDU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Cairina moschata (Domestic type),Pato-mudo,musduc3,domestic,432.0,MUDU,CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,musduc,,,anatid1
Alopochen aegyptiaca x Cairina moschata,Egyptian goose x muscovy duck (hybrid),x01045,hybrid,433.0,MUDU EGGO,ALAE CAMO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus,Gansinho-australiano,grnpyg1,species,434.0,GPGO GRPG,NEPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus coromandelianus,Gansinho-oriental,copgoo1,species,435.0,COPG CPGO,NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus pulchellus/coromandelianus,Green/Cotton Pygmy-Goose,y01228,slash,438.0,GPGO CPGO GRPG COPG,NEPU NECO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Nettapus auritus,Pato-orelhudo,afrpyg1,species,439.0,APGO AFPG,NEAU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Callonetta leucophrys,Marreca-de-coleira,rintea1,species,440.0,RITE,CALE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa,Pato-carolino,wooduc,species,441.0,CWDU,AISP,WODU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Tadorna tadorna x Aix sponsa,Tadorna x pato-carolino (híbrido),x00940,hybrid,442.0,WODU CWDU COMS COSH,TATA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix galericulata,Pato-mandarim,manduc,species,443.0,MADU,AIGA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x galericulata,Pato-carolino x pato-mandarim (híbrido),x00833,hybrid,444.0,WODU MADU CWDU,AIGA AISP,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta jubata,Pato-de-crina,manduc1,species,445.0,AWDU MADU,CHJU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Chenonetta finschi,Finsch's duck,finduc1,species,446.0,FIDU,CHFI,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,true,1760,anatid1
Amazonetta brasiliensis,Marreca-de-pé-vermelho,bratea1,species,447.0,BRTE,AMBR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Hymenolaimus malacorhynchos,Blue duck,bluduc1,species,450.0,BLDU,HYMA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Merganetta armata,Torrent duck,torduc1,species,453.0,TODU,MEAR,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Salvadorina waigiuensis,Salvadori's teal,saltea1,species,460.0,SATE,SAWA,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa,Marrequinha-formosa,baitea,species,461.0,,SIFO,BATE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula,Marreco,gargan,species,462.0,,SPQU,GARG,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula hottentota,Blue-billed teal,hottea1,species,463.0,HOTE BBTE,SPHO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula versicolor,Marreca-cricri,siltea1,species,464.0,SITE,SPVE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula puna,Puna teal,puntea1,species,467.0,PUTE,SPPU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors,Marreca-d'asa-azul,buwtea,species,468.0,,SPDI,BWTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera,Pato-canela,cintea,species,469.0,,SPCY,CITE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera septentrionalium,Pato-canela (septentrionalium),cintea1,issf,470.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula cyanoptera [orinoma Group],Pato-canela (Grupo orinoma),cintea6,issf,471.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula cyanoptera cyanoptera,Pato-canela (cyanoptera),cintea5,issf,475.0,CITE,SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,cintea,,,anatid1
Spatula discors x cyanoptera,Marreca-d'asa-azul x pato-canela (híbrido),bwxtea1,hybrid,476.0,CITE BWTE,SPDI SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors/cyanoptera,Marreca-d'asa-azul/Pato-canela,y00314,slash,477.0,CITE BWTE,SPDI SPCY,BCTE,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula platalea,Marreca-colhereira,redsho1,species,478.0,RESH,SPPL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula smithii,Cape shoveler,capsho1,species,479.0,CASH,SPSM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula rhynchotis,Australasian shoveler,aussho1,species,480.0,AUSH,SPRH,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata,Pato-colhereiro,norsho,species,483.0,NOSH,SPCL,NSHO,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula querquedula x clypeata,Marreco x pato-colhereiro (híbrido),x00836,hybrid,484.0,NSHO NOSH GARG,SPCL SPQU,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula discors x clypeata,Marreca-d'asa-azul x pato-colhereiro (híbrido),x00629,hybrid,485.0,NSHO BWTE NOSH,SPDI SPCL,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula cyanoptera x clypeata,Pato-canela x pato-colhereiro (híbrido),x00630,hybrid,486.0,CITE NSHO NOSH,SPCL SPCY,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera,Frisada,gadwal,species,487.0,,MAST,GADW,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera strepera,Frisada (strepera),gadwal1,issf,488.0,GADW,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,,,anatid1
Mareca strepera couesi,Frisada (couesi),gadwal2,issf,489.0,GADW,MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,gadwal,true,1874,anatid1
Spatula clypeata x Mareca strepera,Pato-colhereiro x frisada (híbrido),x00457,hybrid,490.0,NSHO GADW NOSH,SPCL MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca falcata,Pato-falcado,falduc,species,491.0,,MAFA,FADU,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Sibirionetta formosa x Mareca falcata,Marrequinha-formosa x pato-falcado (híbrido),x00368,hybrid,492.0,FADU BATE,MAFA SIFO,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x falcata,Frisada x pato-falcado (híbrido),x00369,hybrid,493.0,FADU GADW,MAFA MAST,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca penelope,Piadeira,eurwig,species,494.0,,MAPE,EUWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Spatula clypeata x Mareca penelope,Pato-colhereiro x piadeira (híbrido),x01140,hybrid,495.0,NSHO NOSH EUWI,SPCL MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca strepera x penelope,Frisada x piadeira (híbrido),x00723,hybrid,496.0,GADW EUWI,MAST MAPE,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Mareca americana,Piadeira-americana,amewig,species,497.0,,MAAM,AMWI,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
Aix sponsa x Mareca americana,Pato-carolino x piadeira-americana (híbrido),x00877,hybrid,498.0,AMWI WODU CWDU,AISP MAAM,,Anseriformes,"Ducks, Geese, and Waterfowl",Anatidae,,,,anatid1
